First_pokemon,Second_pokemon,Winner,#,Num_of_Wins,Total_battles,Win_rate
292,52,52,779,33,138,0.239130435
120,256,256,780,59,150,0.393333333
178,456,178,781,49,115,0.426086957
148,343,343,782,0,0,#DIV/0!
693,68,68,783,51,121,0.421487603
547,719,547,784,33,131,0.251908397
93,738,93,785,92,128,0.71875
664,398,398,786,98,121,0.809917355
347,589,589,787,71,124,0.572580645
222,568,568,788,52,132,0.393939394
349,425,349,789,12,129,0.093023256
166,559,166,790,36,121,0.297520661
50,306,306,791,40,127,0.31496063
361,716,716,792,107,115,0.930434783
226,509,226,793,107,129,0.829457364
2,594,2,794,111,137,0.810218978
50,134,134,795,80,107,0.747663551
459,111,111,796,39,105,0.371428571
667,96,667,797,116,131,0.885496183
260,215,215,798,60,119,0.504201681
380,694,694,799,89,144,0.618055556
496,485,496,800,75,121,0.619834711
310,153,153,801,,,
349,663,349,802,,,
516,130,516,803,,,
783,681,783,804,,,
657,355,355,805,,,
549,100,549,806,,,
462,690,690,807,,,
112,465,465,808,,,
117,370,370,809,,,
549,54,549,810,,,
478,593,478,811,,,
497,280,280,812,,,
766,591,766,813,,,
677,17,677,814,,,
251,259,251,815,,,
53,494,494,816,,,
746,494,494,817,,,
475,723,475,818,,,
305,238,305,819,,,
288,524,288,820,,,
751,45,751,821,,,
291,470,291,822,,,
154,325,154,823,,,
638,359,638,824,,,
604,233,233,825,,,
19,369,19,826,,,
526,203,526,827,,,
129,695,129,828,,,
215,719,719,829,,,
518,118,518,830,,,
127,287,127,831,,,
559,214,214,832,,,
762,86,762,833,,,
557,501,557,834,,,
282,605,282,835,,,
307,149,307,836,,,
425,390,425,837,,,
612,731,731,838,,,
387,311,311,839,,,
143,116,116,840,,,
340,268,340,841,,,
14,162,162,842,,,
570,492,570,843,,,
549,127,549,844,,,
484,212,212,845,,,
524,222,524,846,,,
400,151,151,847,,,
375,255,255,848,,,
738,176,738,849,,,
116,490,490,850,,,
2,394,394,851,,,
369,505,505,852,,,
283,254,254,853,,,
545,241,545,854,,,
49,268,268,855,,,
522,177,522,856,,,
699,225,225,857,,,
160,398,398,858,,,
579,691,691,859,,,
337,494,494,860,,,
465,536,465,861,,,
768,738,768,862,,,
541,233,541,863,,,
462,259,259,864,,,
569,796,569,865,,,
145,148,148,866,,,
306,290,306,867,,,
581,549,549,868,,,
81,70,81,869,,,
179,517,179,870,,,
147,629,147,871,,,
274,302,274,872,,,
621,271,271,873,,,
669,318,318,874,,,
533,754,533,875,,,
487,527,527,876,,,
385,160,160,877,,,
49,636,636,878,,,
793,372,793,879,,,
93,477,477,880,,,
572,353,572,881,,,
422,132,132,882,,,
296,599,296,883,,,
771,323,771,884,,,
385,323,385,885,,,
523,519,519,886,,,
390,747,747,887,,,
698,98,698,888,,,
472,295,472,889,,,
667,797,797,890,,,
643,620,643,891,,,
450,700,700,892,,,
583,450,583,893,,,
247,7,7,894,,,
614,638,614,895,,,
15,182,182,896,,,
624,68,68,897,,,
281,716,716,898,,,
167,761,167,899,,,
157,141,157,900,,,
175,697,697,901,,,
791,85,85,902,,,
54,214,214,903,,,
50,406,50,904,,,
585,463,585,905,,,
675,343,343,906,,,
369,392,392,907,,,
30,198,30,908,,,
406,403,403,909,,,
627,173,173,910,,,
671,395,671,911,,,
359,657,657,912,,,
117,707,707,913,,,
654,164,654,914,,,
86,377,86,915,,,
699,454,699,916,,,
440,615,615,917,,,
406,542,542,918,,,
604,142,142,919,,,
231,209,209,920,,,
441,337,337,921,,,
116,790,116,922,,,
305,752,752,923,,,
40,226,40,924,,,
514,602,514,925,,,
629,74,629,926,,,
217,628,628,927,,,
261,24,24,928,,,
613,189,613,929,,,
597,386,597,930,,,
555,682,682,931,,,
165,515,165,932,,,
766,395,766,933,,,
493,378,493,934,,,
339,460,339,935,,,
47,711,711,936,,,
619,451,451,937,,,
105,599,599,938,,,
692,126,692,939,,,
74,693,693,940,,,
45,315,315,941,,,
596,770,596,942,,,
595,392,392,943,,,
102,54,102,944,,,
742,666,742,945,,,
343,407,343,946,,,
438,604,438,947,,,
111,294,111,948,,,
468,342,342,949,,,
528,794,794,950,,,
513,461,513,951,,,
424,604,424,952,,,
383,536,536,953,,,
56,795,795,954,,,
292,246,246,955,,,
593,332,332,956,,,
352,697,697,957,,,
520,184,184,958,,,
504,426,426,959,,,
21,602,21,960,,,
343,622,343,961,,,
224,228,228,962,,,
160,354,160,963,,,
490,24,24,964,,,
158,274,158,965,,,
713,331,713,966,,,
414,518,414,967,,,
141,538,538,968,,,
713,218,713,969,,,
273,765,765,970,,,
97,701,701,971,,,
603,452,603,972,,,
514,640,514,973,,,
542,615,542,974,,,
63,399,63,975,,,
676,142,142,976,,,
274,615,615,977,,,
792,498,792,978,,,
586,751,751,979,,,
495,489,495,980,,,
280,83,280,981,,,
291,54,291,982,,,
73,415,415,983,,,
531,659,531,984,,,
230,674,674,985,,,
455,531,531,986,,,
662,382,662,987,,,
464,751,751,988,,,
572,102,102,989,,,
213,232,232,990,,,
591,100,100,991,,,
470,258,258,992,,,
720,243,720,993,,,
381,783,783,994,,,
157,525,157,995,,,
1,687,687,996,,,
376,301,301,997,,,
665,567,567,998,,,
790,124,124,999,,,
356,436,436,1000,,,
715,442,715,1001,,,
415,732,415,1002,,,
216,195,216,1003,,,
520,700,700,1004,,,
191,116,116,1005,,,
227,573,573,1006,,,
83,742,742,1007,,,
661,366,366,1008,,,
767,15,767,1009,,,
567,217,567,1010,,,
276,619,276,1011,,,
371,31,31,1012,,,
163,470,163,1013,,,
696,576,576,1014,,,
163,132,163,1015,,,
496,319,496,1016,,,
676,614,614,1017,,,
164,141,164,1018,,,
639,562,562,1019,,,
138,233,138,1020,,,
283,413,413,1021,,,
227,32,32,1022,,,
606,360,606,1023,,,
429,375,429,1024,,,
286,21,286,1025,,,
800,422,422,1026,,,
498,199,498,1027,,,
214,380,214,1028,,,
679,94,679,1029,,,
602,150,602,1030,,,
163,675,163,1031,,,
684,467,467,1032,,,
368,376,368,1033,,,
137,153,137,1034,,,
744,248,248,1035,,,
283,336,336,1036,,,
282,288,288,1037,,,
710,646,710,1038,,,
713,250,713,1039,,,
654,56,56,1040,,,
1,557,557,1041,,,
543,762,543,1042,,,
130,341,341,1043,,,
65,523,65,1044,,,
175,563,175,1045,,,
157,25,157,1046,,,
308,110,110,1047,,,
107,213,213,1048,,,
150,717,717,1049,,,
5,117,5,1050,,,
173,576,576,1051,,,
296,412,296,1052,,,
749,682,682,1053,,,
285,44,44,1054,,,
494,384,494,1055,,,
31,692,31,1056,,,
657,402,657,1057,,,
483,678,483,1058,,,
372,607,607,1059,,,
734,724,724,1060,,,
268,441,268,1061,,,
192,21,192,1062,,,
62,576,576,1063,,,
369,447,369,1064,,,
344,323,344,1065,,,
299,410,410,1066,,,
689,137,137,1067,,,
426,83,426,1068,,,
4,307,307,1069,,,
54,460,54,1070,,,
717,177,717,1071,,,
118,739,739,1072,,,
350,4,350,1073,,,
325,299,299,1074,,,
327,406,406,1075,,,
491,642,642,1076,,,
763,490,490,1077,,,
694,565,694,1078,,,
199,231,199,1079,,,
16,55,55,1080,,,
451,598,598,1081,,,
52,6,6,1082,,,
788,428,428,1083,,,
484,451,484,1084,,,
101,518,518,1085,,,
249,797,249,1086,,,
670,131,131,1087,,,
715,73,715,1088,,,
789,156,156,1089,,,
350,749,350,1090,,,
551,772,772,1091,,,
368,344,368,1092,,,
232,405,232,1093,,,
421,156,421,1094,,,
103,465,103,1095,,,
581,299,581,1096,,,
743,421,421,1097,,,
171,455,455,1098,,,
142,562,142,1099,,,
656,37,37,1100,,,
680,721,721,1101,,,
362,528,528,1102,,,
453,561,453,1103,,,
344,173,344,1104,,,
526,701,701,1105,,,
525,81,525,1106,,,
365,244,244,1107,,,
295,290,295,1108,,,
307,113,307,1109,,,
595,401,401,1110,,,
549,600,549,1111,,,
243,197,197,1112,,,
703,426,703,1113,,,
587,461,461,1114,,,
82,278,278,1115,,,
583,545,583,1116,,,
420,394,394,1117,,,
131,513,513,1118,,,
375,505,505,1119,,,
209,115,209,1120,,,
215,601,601,1121,,,
503,662,662,1122,,,
157,79,157,1123,,,
197,799,799,1124,,,
501,690,690,1125,,,
148,106,106,1126,,,
671,718,718,1127,,,
639,278,278,1128,,,
334,778,778,1129,,,
211,494,494,1130,,,
760,396,760,1131,,,
565,616,616,1132,,,
716,296,716,1133,,,
4,794,794,1134,,,
785,218,785,1135,,,
445,764,764,1136,,,
317,102,102,1137,,,
262,787,787,1138,,,
2,705,705,1139,,,
410,209,410,1140,,,
597,682,682,1141,,,
737,701,701,1142,,,
305,160,160,1143,,,
638,310,638,1144,,,
63,428,428,1145,,,
676,353,676,1146,,,
454,55,55,1147,,,
390,439,439,1148,,,
315,115,115,1149,,,
364,302,364,1150,,,
797,113,797,1151,,,
513,162,513,1152,,,
194,763,763,1153,,,
10,158,158,1154,,,
754,434,434,1155,,,
230,61,61,1156,,,
692,211,692,1157,,,
239,41,239,1158,,,
130,226,226,1159,,,
254,157,157,1160,,,
675,411,675,1161,,,
303,569,569,1162,,,
461,563,563,1163,,,
567,362,362,1164,,,
547,675,547,1165,,,
184,53,184,1166,,,
50,462,462,1167,,,
658,226,658,1168,,,
296,337,337,1169,,,
431,169,431,1170,,,
558,428,428,1171,,,
457,266,266,1172,,,
71,196,71,1173,,,
654,735,735,1174,,,
104,190,104,1175,,,
487,376,376,1176,,,
543,631,543,1177,,,
759,70,70,1178,,,
72,182,72,1179,,,
367,124,124,1180,,,
439,523,523,1181,,,
795,364,795,1182,,,
107,711,711,1183,,,
255,298,255,1184,,,
68,621,68,1185,,,
245,372,245,1186,,,
800,176,800,1187,,,
498,134,134,1188,,,
69,368,368,1189,,,
103,381,103,1190,,,
29,217,29,1191,,,
695,359,359,1192,,,
65,425,65,1193,,,
125,216,216,1194,,,
472,456,472,1195,,,
366,264,264,1196,,,
334,267,267,1197,,,
165,486,165,1198,,,
440,424,424,1199,,,
366,707,707,1200,,,
333,221,333,1201,,,
711,174,711,1202,,,
726,775,726,1203,,,
164,157,164,1204,,,
478,87,478,1205,,,
609,557,557,1206,,,
424,340,424,1207,,,
760,764,760,1208,,,
678,372,372,1209,,,
328,39,39,1210,,,
250,692,250,1211,,,
389,202,202,1212,,,
791,771,771,1213,,,
635,697,635,1214,,,
503,607,503,1215,,,
437,5,437,1216,,,
343,449,343,1217,,,
423,141,423,1218,,,
703,99,703,1219,,,
559,280,280,1220,,,
532,340,340,1221,,,
364,765,765,1222,,,
590,141,590,1223,,,
326,717,717,1224,,,
289,188,289,1225,,,
538,52,538,1226,,,
528,549,528,1227,,,
563,202,202,1228,,,
642,393,393,1229,,,
167,522,522,1230,,,
127,352,127,1231,,,
649,452,649,1232,,,
175,292,175,1233,,,
651,313,651,1234,,,
750,757,757,1235,,,
159,409,409,1236,,,
744,529,744,1237,,,
64,153,153,1238,,,
654,164,654,1239,,,
773,708,773,1240,,,
6,418,418,1241,,,
581,409,409,1242,,,
92,331,331,1243,,,
266,304,266,1244,,,
704,181,704,1245,,,
344,156,156,1246,,,
717,440,717,1247,,,
82,96,82,1248,,,
309,730,730,1249,,,
91,351,351,1250,,,
683,346,683,1251,,,
168,403,168,1252,,,
627,611,611,1253,,,
323,537,537,1254,,,
160,205,205,1255,,,
448,204,204,1256,,,
124,105,124,1257,,,
524,321,524,1258,,,
601,699,699,1259,,,
283,226,283,1260,,,
294,305,305,1261,,,
489,498,498,1262,,,
572,265,572,1263,,,
28,548,28,1264,,,
249,641,249,1265,,,
780,288,288,1266,,,
786,611,786,1267,,,
155,511,155,1268,,,
707,224,707,1269,,,
230,139,139,1270,,,
468,551,551,1271,,,
24,57,24,1272,,,
583,614,614,1273,,,
490,542,542,1274,,,
615,34,34,1275,,,
654,356,356,1276,,,
759,443,443,1277,,,
687,406,687,1278,,,
647,747,747,1279,,,
546,181,546,1280,,,
560,600,600,1281,,,
631,432,432,1282,,,
449,694,694,1283,,,
501,453,453,1284,,,
679,309,679,1285,,,
647,567,647,1286,,,
642,604,604,1287,,,
585,757,757,1288,,,
401,557,557,1289,,,
707,777,707,1290,,,
10,88,10,1291,,,
460,579,579,1292,,,
216,472,472,1293,,,
683,160,160,1294,,,
595,681,681,1295,,,
482,580,580,1296,,,
789,179,179,1297,,,
155,320,155,1298,,,
226,103,103,1299,,,
529,2,2,1300,,,
232,72,232,1301,,,
216,508,508,1302,,,
645,417,645,1303,,,
409,110,110,1304,,,
133,576,133,1305,,,
631,616,616,1306,,,
549,159,549,1307,,,
428,357,428,1308,,,
759,402,759,1309,,,
627,473,627,1310,,,
403,345,345,1311,,,
107,652,107,1312,,,
492,216,216,1313,,,
208,689,689,1314,,,
8,656,8,1315,,,
735,726,726,1316,,,
559,277,559,1317,,,
50,470,50,1318,,,
568,355,568,1319,,,
44,15,44,1320,,,
491,411,491,1321,,,
658,760,658,1322,,,
512,476,512,1323,,,
310,138,138,1324,,,
708,760,708,1325,,,
512,745,745,1326,,,
495,162,162,1327,,,
730,532,532,1328,,,
189,35,35,1329,,,
437,607,437,1330,,,
669,302,302,1331,,,
344,152,344,1332,,,
156,791,156,1333,,,
565,38,565,1334,,,
344,329,344,1335,,,
632,505,505,1336,,,
130,581,581,1337,,,
717,722,717,1338,,,
649,303,649,1339,,,
367,180,367,1340,,,
640,20,20,1341,,,
168,277,168,1342,,,
691,710,710,1343,,,
16,39,16,1344,,,
682,335,682,1345,,,
508,164,164,1346,,,
253,449,253,1347,,,
16,352,16,1348,,,
786,795,786,1349,,,
776,232,232,1350,,,
233,571,233,1351,,,
125,558,125,1352,,,
444,651,444,1353,,,
765,576,576,1354,,,
453,234,234,1355,,,
18,626,626,1356,,,
734,400,400,1357,,,
635,86,635,1358,,,
619,97,619,1359,,,
218,519,519,1360,,,
219,660,660,1361,,,
179,588,588,1362,,,
485,609,609,1363,,,
326,259,259,1364,,,
359,525,525,1365,,,
403,677,677,1366,,,
637,113,637,1367,,,
476,337,476,1368,,,
513,781,513,1369,,,
384,664,384,1370,,,
219,74,219,1371,,,
685,139,139,1372,,,
132,174,132,1373,,,
131,758,131,1374,,,
299,341,341,1375,,,
279,535,535,1376,,,
395,567,567,1377,,,
132,194,132,1378,,,
444,285,444,1379,,,
510,136,136,1380,,,
564,703,703,1381,,,
216,101,101,1382,,,
764,51,764,1383,,,
85,267,85,1384,,,
364,357,357,1385,,,
399,538,538,1386,,,
571,729,729,1387,,,
574,217,574,1388,,,
469,36,469,1389,,,
138,485,138,1390,,,
448,242,242,1391,,,
149,48,48,1392,,,
741,121,741,1393,,,
602,28,28,1394,,,
707,304,707,1395,,,
511,667,511,1396,,,
310,469,469,1397,,,
198,231,198,1398,,,
95,446,446,1399,,,
292,682,682,1400,,,
286,326,326,1401,,,
713,523,713,1402,,,
481,549,481,1403,,,
713,741,713,1404,,,
243,377,377,1405,,,
202,502,202,1406,,,
333,58,333,1407,,,
54,244,244,1408,,,
721,738,721,1409,,,
587,57,57,1410,,,
398,392,398,1411,,,
455,564,455,1412,,,
526,383,526,1413,,,
418,767,418,1414,,,
748,640,748,1415,,,
670,13,13,1416,,,
563,276,276,1417,,,
756,569,756,1418,,,
455,521,521,1419,,,
52,565,565,1420,,,
740,81,740,1421,,,
488,288,288,1422,,,
440,439,440,1423,,,
251,170,170,1424,,,
788,298,298,1425,,,
743,245,245,1426,,,
181,711,711,1427,,,
700,466,700,1428,,,
535,192,535,1429,,,
323,215,215,1430,,,
413,578,413,1431,,,
350,238,350,1432,,,
573,58,58,1433,,,
665,100,665,1434,,,
603,422,603,1435,,,
38,408,408,1436,,,
210,799,799,1437,,,
138,539,138,1438,,,
477,117,477,1439,,,
309,497,497,1440,,,
137,223,223,1441,,,
34,526,526,1442,,,
243,728,728,1443,,,
466,375,466,1444,,,
777,216,216,1445,,,
723,726,726,1446,,,
1,766,766,1447,,,
668,560,560,1448,,,
361,478,478,1449,,,
607,343,343,1450,,,
600,676,600,1451,,,
424,736,424,1452,,,
462,169,169,1453,,,
447,374,374,1454,,,
403,249,249,1455,,,
449,517,517,1456,,,
645,461,645,1457,,,
615,590,590,1458,,,
251,539,539,1459,,,
56,138,138,1460,,,
423,383,423,1461,,,
467,506,467,1462,,,
583,100,583,1463,,,
263,330,263,1464,,,
400,214,214,1465,,,
662,115,115,1466,,,
56,656,656,1467,,,
559,342,559,1468,,,
552,382,552,1469,,,
799,701,701,1470,,,
774,694,694,1471,,,
649,17,649,1472,,,
330,486,330,1473,,,
216,584,216,1474,,,
746,265,265,1475,,,
779,467,467,1476,,,
59,797,59,1477,,,
298,324,298,1478,,,
720,669,720,1479,,,
718,675,718,1480,,,
542,172,172,1481,,,
338,492,338,1482,,,
125,186,125,1483,,,
557,795,557,1484,,,
281,790,281,1485,,,
518,776,518,1486,,,
428,393,428,1487,,,
734,26,26,1488,,,
114,228,228,1489,,,
306,477,477,1490,,,
770,554,554,1491,,,
520,371,520,1492,,,
579,679,679,1493,,,
726,48,726,1494,,,
43,30,30,1495,,,
14,612,612,1496,,,
23,2,23,1497,,,
762,104,104,1498,,,
386,559,559,1499,,,
230,120,230,1500,,,
670,174,174,1501,,,
788,586,788,1502,,,
216,420,420,1503,,,
432,484,432,1504,,,
397,306,306,1505,,,
226,126,126,1506,,,
457,601,601,1507,,,
369,63,63,1508,,,
388,123,388,1509,,,
21,518,518,1510,,,
656,382,656,1511,,,
217,250,250,1512,,,
707,179,707,1513,,,
702,456,702,1514,,,
240,557,557,1515,,,
62,154,154,1516,,,
84,77,84,1517,,,
622,741,622,1518,,,
158,565,158,1519,,,
158,651,651,1520,,,
168,654,654,1521,,,
527,237,527,1522,,,
38,296,296,1523,,,
211,17,211,1524,,,
251,220,251,1525,,,
625,280,280,1526,,,
113,599,599,1527,,,
53,330,330,1528,,,
778,501,778,1529,,,
134,234,234,1530,,,
172,777,172,1531,,,
15,253,253,1532,,,
108,577,108,1533,,,
614,352,614,1534,,,
2,597,597,1535,,,
143,459,143,1536,,,
626,304,626,1537,,,
316,141,316,1538,,,
328,625,625,1539,,,
282,535,535,1540,,,
674,172,172,1541,,,
29,113,29,1542,,,
182,391,391,1543,,,
752,357,357,1544,,,
174,621,174,1545,,,
391,102,102,1546,,,
721,420,420,1547,,,
239,191,191,1548,,,
123,729,729,1549,,,
642,9,9,1550,,,
65,174,65,1551,,,
417,708,708,1552,,,
94,636,636,1553,,,
659,769,659,1554,,,
784,601,601,1555,,,
113,541,541,1556,,,
706,418,418,1557,,,
23,635,635,1558,,,
151,126,126,1559,,,
44,304,44,1560,,,
280,494,494,1561,,,
323,391,391,1562,,,
299,324,299,1563,,,
182,126,126,1564,,,
780,80,80,1565,,,
255,130,130,1566,,,
195,711,711,1567,,,
725,729,729,1568,,,
794,295,794,1569,,,
486,683,683,1570,,,
416,465,465,1571,,,
175,68,175,1572,,,
678,318,318,1573,,,
76,451,451,1574,,,
728,276,276,1575,,,
624,562,562,1576,,,
111,193,193,1577,,,
216,128,216,1578,,,
153,394,394,1579,,,
291,656,656,1580,,,
639,609,609,1581,,,
705,738,705,1582,,,
219,269,269,1583,,,
534,40,534,1584,,,
290,192,192,1585,,,
546,179,179,1586,,,
497,416,497,1587,,,
480,427,427,1588,,,
521,636,521,1589,,,
109,389,109,1590,,,
76,214,214,1591,,,
242,584,242,1592,,,
106,31,31,1593,,,
358,86,358,1594,,,
152,162,162,1595,,,
714,206,714,1596,,,
404,508,508,1597,,,
223,696,223,1598,,,
385,55,55,1599,,,
54,626,54,1600,,,
370,522,522,1601,,,
434,487,434,1602,,,
450,607,607,1603,,,
505,289,505,1604,,,
610,725,610,1605,,,
55,91,55,1606,,,
536,664,536,1607,,,
784,743,784,1608,,,
485,614,614,1609,,,
221,266,266,1610,,,
540,498,540,1611,,,
474,286,474,1612,,,
15,311,311,1613,,,
635,231,635,1614,,,
712,422,712,1615,,,
177,24,24,1616,,,
494,428,494,1617,,,
504,97,97,1618,,,
648,798,648,1619,,,
767,789,767,1620,,,
291,367,367,1621,,,
658,266,266,1622,,,
564,343,343,1623,,,
688,627,688,1624,,,
243,51,51,1625,,,
2,560,560,1626,,,
447,176,447,1627,,,
357,429,429,1628,,,
581,279,581,1629,,,
515,87,515,1630,,,
147,278,147,1631,,,
375,677,677,1632,,,
162,524,524,1633,,,
197,333,333,1634,,,
738,498,498,1635,,,
160,199,160,1636,,,
